timestamp,consent,a_1_student_id,a_2_gender,a_3_class_group,b_1_i_enjoyed_the_course,b_2_classes_started_and_ended_on_time,b_3_participative_learning_environment,b_4_subject_content_delivered_according_to_course_outline_and_my_expectations,b_5_topics_were_clear_and_logically_developed,b_6_developed_my_oral_and_writing_skills,b_7_developed_my_reflective_and_critical_reasoning_skills,b_8_the_assessment_methods_assisted_me_to_learn,b_9_received_relevant_feedback,b_10_read_recommended_readings_and_notes,b_11_used_the_elearning_material_posted,c_1_principles_of_business_intelligence_and_the_dataops_philosophy,c_2_data_engineering_and_data_analytics,c_3_dashboarding_for_business-facing_and_customer-facing_analytics,c_4_regression_and_classification,c_5_clustering_and_association_rule_mining,c_6_serving_ml_models_through_a_restish_api_using_flask_in_python,c_7_time-series_analysis_time-series_forecasting_and_neural_networks,c_8_natural_language_processing,d_1_python_as_a_programming_language,d_2_vs_code_and_pycharm_for_coding_in_python,d_3_r_as_a_programming_language,d_4_r_studio_for_coding_in_r,d_5_jupyter_notebook_for_documenting_data_analytics_and_predictive_modelling_workflows,d_6_git_and_github,d_7_docker_for_containerization,d_8_power_bi_for_data_visualization,d_9_dbeaver_and_datagrip_for_data_management,d_10_postman_for_api_testing,d_11_flask_and_gunicorn_for_serving_ml_models,d_12_joblib_for_serialization_and_deserialization_of_models_as_pickle_files,d_13_slack_for_casual_communication_with_a_data_team,e_1_group_work,e_2_quizzes_at_the_end_of_each_module,e_3_lab_manuals,e_4_required_lab_work_submissions_at_the_end_of_each_module,e_5_labs_that_require_you_to_use_git_to_work_in_a_team_as_opposed_to_working_alone,e_6_labs_that_have_hidden_bonus_marks_or_advanced_level_submissions_for_extra_marks_in_addition_to_the_baseline,e_7_supplementary_videos_to_watch_as_an_additional_explanation_of_a_topic,e_8_supplementary_content_to_read,e_9_lecture_slides_used_during_the_class,e_10_lecture_notes_on_some_of_the_lecture_slides,e_11_the_quality_of_the_lectures_given,e_12_the_separation_of_theory_during_virtual_classes_and_practicals_during_in-person_classes,f_1_In_your_opinion_which_topics_(if_any)_should_be_added_to_the_Business_Intelligence_I_and_II_curriculum,f_2_In_your_opinion_which_topics_(if_any)_should_be_removed_from_the_Business_Intelligence_I_and_II_curriculum,f_3_Write_at_least_two_things_you_liked_about_the_teaching_and_learning_in_this_course,f_4_Write_at_least_one_recommendation_to_improve_the_teaching_and_learning_in_this_course_(for_future_classes),average_course_evaluation_rating,sentiment,average_level_of_learning_attained_rating,average_level_of_skills_and_competencies_rating,average_pedagogical_strategy_effectiveness_rating,absenteeism_percentage,text,clean_topic_text,dominant_topic,topic_probability,topic_label,clean_sentiment_text,predicted_sentiment,sentiment_confidence
06-11-25 8:34,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",28,Female,Group A,3,5,5,5,5,2,3,4,5,2,4,3,2,5,3,5,2,4,3,4,3,1,1,5,5,3,3,2,1,1,2,3,2,3,5,4,3,3,4,4,5,5,3,5,,,"How practical it is in daily life and how it has expanded my knowledge especially on Investments and prediction analysis which is a field I want to pursue in my career. Moreover, the fact that there was material to refer to is a positive aspect of the lab which made doing practical assignments more manageable",The content is quite vast... it probably should start in 3rd year because retaining all this knowledge in the span of 2 months... i.e BI 1 and BI 2 is a bit difficult and leads me to cram the content most of the time rather than try and understand it,3.9091,neutral,3.375,2.6154,3.8333,13.64,"How practical it is in daily life and how it has expanded my knowledge especially on Investments and prediction analysis which is a field I want to pursue in my career. Moreover, the fact that there was material to refer to is a positive aspect of the lab which made doing practical assignments more manageable The content is quite vast... it probably should start in 3rd year because retaining all this knowledge in the span of 2 months... i.e BI 1 and BI 2 is a bit difficult and leads me to cram the content most of the time rather than try and understand it",how practical it is in daily life and how it has expanded my knowledge especially on investments and prediction analysis which is a field i want to pursue in my career moreover the fact that there was material to refer to is a positive aspect of the lab which made doing practical assignments more manageable the content is quite vast it probably should start in rd year because retaining all this knowledge in the span of months i e bi and bi is a bit difficult and leads me to cram the content most of the time rather than try and understand it,1,0.9006472727404511,Teaching Quality and Engagement,practical daily life expanded knowledge especially investment prediction analysis field want pursue career moreover fact material refer positive aspect lab made practical assignment manageable content quite vast probably start rd year retaining knowledge span month bi bi bit difficult lead cram content time rather try understand,negative,0.4621
06-11-25 8:34,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",29,Female,Group A,4,5,5,5,5,3,3,4,5,5,5,5,4,4,4,4,3,3,1,4,4,4,4,4,4,4,3,4,3,3,2,5,4,5,5,3,4,2,3,2,3,3,5,3,Continous intelligence,,"The lecturer was very detail oriented and had immense knowledge on all the topics being covered. 
I enjoyed doing the labs since they gave me a better understanding of all the topics and how to work through all the applications and platforms.","The lecture notes were very long. 
Reading for the CAT was very hard since all the concepts from business intelligence 1 and business intelligence 2 were put together

",4.4545,neutral,3.5,3.6923,3.5,9.09,"The lecturer was very detail oriented and had immense knowledge on all the topics being covered. 
I enjoyed doing the labs since they gave me a better understanding of all the topics and how to work through all the applications and platforms. The lecture notes were very long. 
Reading for the CAT was very hard since all the concepts from business intelligence 1 and business intelligence 2 were put together

",the lecturer was very detail oriented and had immense knowledge on all the topics being covered i enjoyed doing the labs since they gave me a better understanding of all the topics and how to work through all the applications and platforms the lecture notes were very long reading for the cat was very hard since all the concepts from business intelligence and business intelligence were put together,4,0.968578800819194,Assessment Methods and Feedback,lecturer detail oriented immense knowledge topic covered enjoyed lab since gave better understanding topic work application platform lecture note long reading cat hard since concept business intelligence business intelligence put together,negative,0.5614
06-11-25 8:34,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",30,Female,Group A,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,4,4,2,5,5,4,4,5,5,3,4,3,4,4,5,5,4,5,5,5,5,5,4,4,5,4,5,5,I think that neural networks should be a topic on its own to be explored more in-depth.,,"The course is very well structured and follows a logical flow from the BI 1 and BI 2. All steps outlined in KDD are covered throughout the course, and I have learnt a lot about data pipeline, pre-processing, training and deploying models. I think that every topic was explained in-depth, which helped me gain understanding about concepts that I would not have been able to achieve if I worked independently. I also enjoyed the lab tasks as they helped me understand the concepts more practically and enhanced the way I approached different problems. The lecturer is also very organised, in terms of both notes and assigning coursework, and knowledgeable, which I think enhanced the learning experience overall.","In my opinion, more labs should be assigned to individuals (or slightly smaller groups) if possible. I think this will help learners in future classes be a little more independent and learn more from the labs.",4.9091,positive,4.25,4.3077,4.6667,9.09,"The course is very well structured and follows a logical flow from the BI 1 and BI 2. All steps outlined in KDD are covered throughout the course, and I have learnt a lot about data pipeline, pre-processing, training and deploying models. I think that every topic was explained in-depth, which helped me gain understanding about concepts that I would not have been able to achieve if I worked independently. I also enjoyed the lab tasks as they helped me understand the concepts more practically and enhanced the way I approached different problems. The lecturer is also very organised, in terms of both notes and assigning coursework, and knowledgeable, which I think enhanced the learning experience overall. In my opinion, more labs should be assigned to individuals (or slightly smaller groups) if possible. I think this will help learners in future classes be a little more independent and learn more from the labs.",the course is very well structured and follows a logical flow from the bi and bi all steps outlined in kdd are covered throughout the course and i have learnt a lot about data pipeline pre processing training and deploying models i think that every topic was explained in depth which helped me gain understanding about concepts that i would not have been able to achieve if i worked independently i also enjoyed the lab tasks as they helped me understand the concepts more practically and enhanced the way i approached different problems the lecturer is also very organised in terms of both notes and assigning coursework and knowledgeable which i think enhanced the learning experience overall in my opinion more labs should be assigned to individuals or slightly smaller groups if possible i think this will help learners in future classes be a little more independent and learn more from the labs,1,0.9854491222413296,Teaching Quality and Engagement,course well structured follows logical flow bi bi step outlined kdd covered throughout course learnt lot data pipeline pre processing training deploying model think every topic explained depth helped gain understanding concept would not able achieve worked independently also enjoyed lab task helped understand concept practically enhanced way approached different problem lecturer also organised term note assigning coursework knowledgeable think enhanced learning experience overall opinion lab assigned individual slightly smaller group possible think help learner future class little independent learn lab,positive,0.5346
06-11-25 8:35,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",31,Female,Group A,5,5,3,5,5,3,3,5,5,5,5,3,5,4,5,5,5,5,5,3,5,1,2,4,4,4,3,1,2,4,4,3,3,4,3,3,5,3,2,1,5,5,5,5,,,"The modules made sense and there was a logical flow of ideas. I most especially enjoyed the Module on TIme series, Association Rule Mining and Natural Language Processing.","In my opinion, when the lecturer is teaching he makes everything sound very important(i dont know if this makes sense, also not necessarily a negative thing) .I often end the class feeling overwhelmed and drained. I am not sure on what recommendations to give on this.

In addition, I was having a hard time doing the lab work. I suggest that maybe more explanations during class on how to do the lab work and have an example.",4.4545,neutral,4.625,3.0769,3.6667,4.55,"The modules made sense and there was a logical flow of ideas. I most especially enjoyed the Module on TIme series, Association Rule Mining and Natural Language Processing. In my opinion, when the lecturer is teaching he makes everything sound very important(i dont know if this makes sense, also not necessarily a negative thing) .I often end the class feeling overwhelmed and drained. I am not sure on what recommendations to give on this.

In addition, I was having a hard time doing the lab work. I suggest that maybe more explanations during class on how to do the lab work and have an example.",the modules made sense and there was a logical flow of ideas i most especially enjoyed the module on time series association rule mining and natural language processing in my opinion when the lecturer is teaching he makes everything sound very important i dont know if this makes sense also not necessarily a negative thing i often end the class feeling overwhelmed and drained i am not sure on what recommendations to give on this in addition i was having a hard time doing the lab work i suggest that maybe more explanations during class on how to do the lab work and have an example,3,0.9759794900109952,Learning Resources and Materials,module made sense logical flow idea especially enjoyed module time series association rule mining natural language processing opinion lecturer teaching make everything sound important dont know make sense also not necessarily negative thing often end class feeling overwhelmed drained not sure recommendation give addition hard time lab work suggest maybe explanation class lab work example,neutral,0.4564
06-11-25 8:36,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",32,Female,Group A,4,5,5,4,5,4,5,4,5,4,5,5,5,3,3,4,3,5,4,3,5,4,3,5,4,4,3,5,4,4,4,3,4,5,5,5,4,4,3,4,5,5,5,4,none,all the topics are relevant,it was engaging with the use of labs,none,4.5455,neutral,4.0,3.9231,4.4167,9.09,it was engaging with the use of labs none,it was engaging with the use of labs none,3,0.7542579377165481,Learning Resources and Materials,engaging use lab none,positive,0.5085
06-11-25 8:36,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",33,Male,Group A,4,5,4,5,4,3,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,3,2,2,4,3,3,3,4,3,2,2,4,4,4,4,4,4,3,2,4,4,4,4,,,"1. The in depth lectures where the theory lessons translated into practical examples which were demonstrated through the labs.
2. Writing the reflective journals after each module helped solidify the concepts learnt",Implementation of more catch up sessions where the lecturer guides us more through the labs,4.0909,neutral,3.75,3.0,3.75,22.73,"1. The in depth lectures where the theory lessons translated into practical examples which were demonstrated through the labs.
2. Writing the reflective journals after each module helped solidify the concepts learnt Implementation of more catch up sessions where the lecturer guides us more through the labs",the in depth lectures where the theory lessons translated into practical examples which were demonstrated through the labs writing the reflective journals after each module helped solidify the concepts learnt implementation of more catch up sessions where the lecturer guides us more through the labs,1,0.9570540529371614,Teaching Quality and Engagement,depth lecture theory lesson translated practical example demonstrated lab writing reflective journal module helped solidify concept learnt implementation catch session lecturer guide u lab,positive,0.4743
06-11-25 8:36,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",34,Male,Group A,5,5,4,4,4,5,5,4,5,4,5,4,4,4,4,4,4,5,4,4,4,5,4,4,4,5,4,4,5,5,4,5,5,4,5,5,4,4,5,5,5,5,4,4,THe R stack,none,"The labs and projects really help me grasp the content
The lecturer is very patient and understanding",More Labs,4.5455,neutral,4.125,4.3846,4.5833,9.09,"The labs and projects really help me grasp the content
The lecturer is very patient and understanding More Labs",the labs and projects really help me grasp the content the lecturer is very patient and understanding more labs,4,0.5055012184852969,Assessment Methods and Feedback,lab project really help grasp content lecturer patient understanding lab,positive,0.4191
06-11-25 8:37,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",35,Female,Group A,5,5,5,5,5,3,4,5,5,5,5,4,3,5,4,5,3,4,3,3,4,4,4,4,4,4,4,3,2,3,4,2,4,5,5,4,4,5,5,5,5,5,5,5,,,"1. I liked the supplementary videos in between the lecture slides that assisted me gain better understanding of the concepts.
2. The additional notes in the lecture slides helped explain the concepts better.
3. The slides were comprehensive.",Cats to be uniform across all groups,4.7273,positive,3.875,3.4615,4.75,4.55,"1. I liked the supplementary videos in between the lecture slides that assisted me gain better understanding of the concepts.
2. The additional notes in the lecture slides helped explain the concepts better.
3. The slides were comprehensive. Cats to be uniform across all groups",i liked the supplementary videos in between the lecture slides that assisted me gain better understanding of the concepts the additional notes in the lecture slides helped explain the concepts better the slides were comprehensive cats to be uniform across all groups,0,0.9595140565372512,Course Content and Structure,liked supplementary video lecture slide assisted gain better understanding concept additional note lecture slide helped explain concept better slide comprehensive cat uniform across group,positive,0.4271
06-11-25 8:38,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",36,Male,Group A,5,5,4,5,5,4,5,5,5,3,3,5,5,5,4,3,3,5,3,3,5,4,5,5,5,4,5,5,5,5,2,3,4,5,5,5,5,5,3,2,5,5,5,5,Data mining,,"1. The seamless flow between the different modules acted as building blocks for better understanding of the next module
2. The technical integration to every module learnt","If the school could provide hardware with better specs , for the unit is labour intensive on the machinery",4.4545,neutral,4.125,4.3077,4.5,9.09,"1. The seamless flow between the different modules acted as building blocks for better understanding of the next module
2. The technical integration to every module learnt If the school could provide hardware with better specs , for the unit is labour intensive on the machinery",the seamless flow between the different modules acted as building blocks for better understanding of the next module the technical integration to every module learnt if the school could provide hardware with better specs for the unit is labour intensive on the machinery,4,0.5038098725787694,Assessment Methods and Feedback,seamless flow different module acted building block better understanding next module technical integration every module learnt school could provide hardware better spec unit labour intensive machinery,neutral,0.4339
06-11-25 8:39,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",38,Male,Group A,4,5,5,5,5,4,4,5,5,4,4,4,5,3,4,4,5,2,1,3,5,4,4,4,4,5,2,3,1,2,1,1,5,5,5,3,3,2,3,3,4,5,5,5,Not sure,,"How applicable it is in real life
Learning new things","Before getting into BI, maybe a short course on frontend and backend since BI is very technical",4.5455,neutral,3.5,3.0,4.0,18.18,"How applicable it is in real life
Learning new things Before getting into BI, maybe a short course on frontend and backend since BI is very technical",how applicable it is in real life learning new things before getting into bi maybe a short course on frontend and backend since bi is very technical,4,0.5674841662837204,Assessment Methods and Feedback,applicable real life learning new thing getting bi maybe short course frontend backend since bi technical,neutral,0.4512
06-11-25 10:21,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",39,Male,Group C,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,4,5,3,3,5,5,4,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,"The history of Development apps for example like DataGrip. Why they originate and maintained from Europe - eg a Czech company. Education on Data theft and privacy issues, and The impacts on EU and US data policies.",,"Hands on coding practice, Writing module reflections, Watching Assignments, Comprehensive Assessment.","Giving more and more assignments, Inviting an Industry professional from a well known company whose shares are traded on the Nairobi Securities Exchange (NSE) in Kenya to give a talk.",5.0,positive,4.625,4.3846,5.0,39.13,"Hands on coding practice, Writing module reflections, Watching Assignments, Comprehensive Assessment. Giving more and more assignments, Inviting an Industry professional from a well known company whose shares are traded on the Nairobi Securities Exchange (NSE) in Kenya to give a talk.",hands on coding practice writing module reflections watching assignments comprehensive assessment giving more and more assignments inviting an industry professional from a well known company whose shares are traded on the nairobi securities exchange nse in kenya to give a talk,1,0.9462284174180016,Teaching Quality and Engagement,hand coding practice writing module reflection watching assignment comprehensive assessment giving assignment inviting industry professional well known company whose share traded nairobi security exchange nse kenya give talk,positive,0.4447
06-11-25 11:22,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",40,Female,Group C,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,4,5,4,4,4,3,3,3,5,5,5,4,5,4,4,4,5,5,5,5,5,5,4,3,5,5,5,5,I have no opinion/topic suggestion.,I have no opinion/topic suggestion.,"The lecturer is nice and well-organized, he explains concepts well and is open to student opinions.
In Business Intelligence II, I appreciated how the concept of quizzes, group work labs where everyone has to commit something and the reflective journals really enable one to think deeply about what you have learnt thus content retention.",Early preparation that the labs in this unit require applications that are storage consuming.,5.0,positive,4.375,4.0769,4.75,8.7,"The lecturer is nice and well-organized, he explains concepts well and is open to student opinions.
In Business Intelligence II, I appreciated how the concept of quizzes, group work labs where everyone has to commit something and the reflective journals really enable one to think deeply about what you have learnt thus content retention. Early preparation that the labs in this unit require applications that are storage consuming.",the lecturer is nice and well organized he explains concepts well and is open to student opinions in business intelligence ii i appreciated how the concept of quizzes group work labs where everyone has to commit something and the reflective journals really enable one to think deeply about what you have learnt thus content retention early preparation that the labs in this unit require applications that are storage consuming,1,0.8686612702781393,Teaching Quality and Engagement,lecturer nice well organized explains concept well open student opinion business intelligence ii appreciated concept quiz group work lab everyone commit something reflective journal really enable one think deeply learnt thus content retention early preparation lab unit require application storage consuming,positive,0.5256
06-11-25 11:55,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",41,Male,Group C,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None at the moment,none at the moment,The labs and the quizzes.,More lab group work.,5.0,positive,5.0,5.0,5.0,8.7,The labs and the quizzes. More lab group work.,the labs and the quizzes more lab group work,1,0.8646142087585218,Teaching Quality and Engagement,lab quiz lab group work,positive,0.577
06-11-25 11:55,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",42,Female,Group C,4,5,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,4,4,4,4,5,4,5,4,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,-,-,Group works and quizzes,-,4.2727,neutral,4.875,4.3077,5.0,26.09,Group works and quizzes -,group works and quizzes,0,0.7983324490497204,Course Content and Structure,group work quiz,positive,0.4889
06-11-25 11:56,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",43,Female,Group C,4,5,3,3,4,3,4,4,5,5,5,3,3,3,3,3,4,3,5,4,5,2,1,3,4,2,4,2,5,5,2,5,3,4,4,4,4,4,5,1,4,4,4,4,,,"It was thorough, and the course is interesting","Less slides, 800 slides for one unit(BI 1) is overwhelming",4.0909,neutral,3.375,3.3846,3.75,13.04,"It was thorough, and the course is interesting Less slides, 800 slides for one unit(BI 1) is overwhelming",it was thorough and the course is interesting less slides slides for one unit bi is overwhelming,1,0.4783886113817819,Teaching Quality and Engagement,thorough course interesting le slide slide one unit bi overwhelming,negative,0.5834
06-11-25 11:56,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",44,Male,Group C,5,5,5,5,5,4,4,4,4,3,3,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,4,4,4,3,3,4,4,,,group and evaluation methords of teaching,The notes are abit too many,4.2727,neutral,4.125,4.0,4.25,39.39,group and evaluation methords of teaching The notes are abit too many,group and evaluation methords of teaching the notes are abit too many,0,0.7988475372407317,Course Content and Structure,group evaluation methords teaching note abit many,neutral,0.4803
06-11-25 11:57,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",45,Male,Group C,5,5,5,5,5,5,5,5,5,5,5,5,3,5,2,4,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,"In my opinion, the Business Intelligence I and II curriculum could be enhanced by including more practical and emerging topics that reflect current trends in data-driven decision-making. For example:

Data Visualization and Storytelling Tools – Hands-on training with tools like Power BI, Tableau, or Looker to help students communicate insights effectively.

Big Data Analytics – Understanding how to process and analyze large-scale datasets using modern platforms like Hadoop or Spark.

Machine Learning for Business Insights – Introducing predictive analytics, classification models, and AI integration for real-world business forecasting.

Cloud-Based BI Solutions – Exposure to BI tools on AWS, Google Cloud, or Azure to understand how organizations are migrating analytics to the cloud.

Data Governance and Ethics – Discussing data privacy, compliance (e.g., GDPR), and responsible use of business data.","In my opinion, some of the basic theoretical or overly introductory topics could be reduced or removed from the Business Intelligence I and II curriculum to make room for more practical, hands-on learning. For example, the extended coverage of traditional database concepts (like basic SQL operations or data warehousing theory) could be shortened, since these are usually covered in earlier courses.","1.I liked how the course combined both theoretical and practical aspects of Business Intelligence, allowing me to understand concepts and then apply them in real-world scenarios.

2.The lecturer’s clarity and engagement made complex topics easier to grasp, and the use of practical exercises and class discussions helped reinforce understanding.",1.I recommend including more hands-on projects and case studies using real datasets and BI tools. This would help students better understand how Business Intelligence is applied in real business environments and strengthen their practical skills.,5.0,positive,4.125,4.7692,5.0,8.7,"1.I liked how the course combined both theoretical and practical aspects of Business Intelligence, allowing me to understand concepts and then apply them in real-world scenarios.

2.The lecturer’s clarity and engagement made complex topics easier to grasp, and the use of practical exercises and class discussions helped reinforce understanding. 1.I recommend including more hands-on projects and case studies using real datasets and BI tools. This would help students better understand how Business Intelligence is applied in real business environments and strengthen their practical skills.",i liked how the course combined both theoretical and practical aspects of business intelligence allowing me to understand concepts and then apply them in real world scenarios the lecturer s clarity and engagement made complex topics easier to grasp and the use of practical exercises and class discussions helped reinforce understanding i recommend including more hands on projects and case studies using real datasets and bi tools this would help students better understand how business intelligence is applied in real business environments and strengthen their practical skills,4,0.9824327860306415,Assessment Methods and Feedback,liked course combined theoretical practical aspect business intelligence allowing understand concept apply real world scenario lecturer clarity engagement made complex topic easier grasp use practical exercise class discussion helped reinforce understanding recommend including hand project case study using real datasets bi tool would help student better understand business intelligence applied real business environment strengthen practical skill,positive,0.4776
06-11-25 11:58,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",46,Female,Group C,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,4,4,5,4,3,3,4,5,5,4,3,3,3,3,5,5,5,4,4,5,4,5,5,5,5,4,5,,,#NAME?,None at the moment. Everything is okay so far.,5.0,positive,4.375,3.8462,4.6667,13.04,#NAME? None at the moment. Everything is okay so far.,name none at the moment everything is okay so far,0,0.8636905523699465,Course Content and Structure,name none moment everything okay far,neutral,0.4938
06-11-25 11:58,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",47,Male,Group C,4,5,4,4,5,3,3,3,3,4,3,4,3,4,4,3,3,3,4,4,4,4,4,3,4,3,3,3,2,4,2,3,3,3,4,4,4,4,4,3,4,5,4,3,BI and Emerging technologies such as AI and blockchain,,"The consistency was good from the lecturer which was engaging, the labs and groups work was useful",To be taken to career industry and career talks,3.7273,negative,3.5,3.3077,3.75,8.7,"The consistency was good from the lecturer which was engaging, the labs and groups work was useful To be taken to career industry and career talks",the consistency was good from the lecturer which was engaging the labs and groups work was useful to be taken to career industry and career talks,1,0.9101790034566404,Teaching Quality and Engagement,consistency good lecturer engaging lab group work useful taken career industry career talk,positive,0.5043
06-11-25 11:59,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",48,Female,Group C,5,5,5,5,5,4,5,5,5,3,5,5,5,5,5,5,5,5,2,5,5,4,4,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,I think it's okay as it is,All topics have been helpful,"I like the structure and how each module kind of builds on the previous. I enjoy the different learning methods i.e labs, quizzes and group work",A known certification associated with the unit would be nice,4.7273,positive,4.625,4.6923,5.0,17.39,"I like the structure and how each module kind of builds on the previous. I enjoy the different learning methods i.e labs, quizzes and group work A known certification associated with the unit would be nice",i like the structure and how each module kind of builds on the previous i enjoy the different learning methods i e labs quizzes and group work a known certification associated with the unit would be nice,1,0.9380777426327068,Teaching Quality and Engagement,like structure module kind build previous enjoy different learning method lab quiz group work known certification associated unit would nice,positive,0.5245
06-11-25 11:59,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",49,Female,Group C,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,"Good explanations of points 
Clear points",Less slides on notes,4.0,neutral,4.0,5.0,5.0,26.09,"Good explanations of points 
Clear points Less slides on notes",good explanations of points clear points less slides on notes,3,0.9085238447083842,Learning Resources and Materials,good explanation point clear point le slide note,negative,0.5034
06-11-25 12:00,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",50,Male,Group C,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,3,5,5,5,4,5,4,5,5,5,5,5,5,5,5,4,4,5,5,4,5,5,The content is more than enough unless for further studies,they are all useful,the interaction with Git was really nice and learning about tools,maybe shortening of slides,5.0,positive,4.875,4.6923,4.75,13.04,the interaction with Git was really nice and learning about tools maybe shortening of slides,the interaction with git was really nice and learning about tools maybe shortening of slides,1,0.8838706763128037,Teaching Quality and Engagement,interaction git really nice learning tool maybe shortening slide,positive,0.4225
06-11-25 12:00,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",51,Male,Group C,3,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,more on python,none,it was very interactive and very well taught,it is okay,3.9091,neutral,3.0,3.9231,4.0,4.35,it was very interactive and very well taught it is okay,it was very interactive and very well taught it is okay,4,0.6363360086139878,Assessment Methods and Feedback,interactive well taught okay,positive,0.4313
06-11-25 12:02,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",52,Male,Group C,1,5,3,2,3,2,1,1,2,3,3,4,4,4,4,4,1,4,1,3,3,4,4,1,4,4,4,1,1,1,1,1,5,5,5,2,2,2,1,4,1,1,2,2,None. The content is already a lot,,quizes and practical assignments,The knowledge provided in this Unit is unbelievably excess,2.3636,negative,3.25,2.4615,2.6667,33.33,quizes and practical assignments The knowledge provided in this Unit is unbelievably excess,quizes and practical assignments the knowledge provided in this unit is unbelievably excess,4,0.8653514663998977,Assessment Methods and Feedback,quiz practical assignment knowledge provided unit unbelievably excess,negative,0.5852
06-11-25 12:02,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",53,Male,Group C,5,5,5,5,5,4,5,4,4,1,5,4,3,4,4,4,3,4,3,5,5,2,1,4,5,5,4,2,2,3,3,2,5,4,5,5,5,5,5,3,4,4,4,5,The content satisfactory,,"Getting hands on with the labs
Getting to create and use the models",Less bulky content,4.3636,neutral,3.625,3.3077,4.5,8.7,"Getting hands on with the labs
Getting to create and use the models Less bulky content",getting hands on with the labs getting to create and use the models less bulky content,3,0.918308281057824,Learning Resources and Materials,getting hand lab getting create use model le bulky content,neutral,0.4641
06-11-25 12:02,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",54,Male,Group C,3,5,5,4,5,5,5,5,5,4,2,4,5,4,5,5,5,3,5,5,5,2,2,5,5,5,3,1,5,4,4,4,5,4,5,4,5,5,5,3,5,4,4,3,introduction to Kubernetes,,labs and the different levels and bonus marks,break the units into smaller chuncks so that the slides are not so long .,4.3636,neutral,4.5,3.8462,4.3333,13.04,labs and the different levels and bonus marks break the units into smaller chuncks so that the slides are not so long .,labs and the different levels and bonus marks break the units into smaller chuncks so that the slides are not so long,0,0.8973270134437251,Course Content and Structure,lab different level bonus mark break unit smaller chuncks slide not long,neutral,0.467
