id,text,sentiment,source,rationale
orig_f3_29,"The lecturer was very detail oriented and had immense knowledge on all the topics being covered. 
I enjoyed doing the labs since they gave me a better understanding of all the topics and how to work through all the applications and platforms.",positive,original_survey_f3,Atomic student response to what they liked in the course
orig_f4_29,"The lecture notes were very long. 
Reading for the CAT was very hard since all the concepts from business intelligence 1 and business intelligence 2 were put together",negative,original_survey_f4,Atomic student response to recommendations/improvements
orig_f3_30,"The course is very well structured and follows a logical flow from the BI 1 and BI 2. All steps outlined in KDD are covered throughout the course, and I have learnt a lot about data pipeline, pre-processing, training and deploying models. I think that every topic was explained in-depth, which helped me gain understanding about concepts that I would not have been able to achieve if I worked independently. I also enjoyed the lab tasks as they helped me understand the concepts more practically and enhanced the way I approached different problems. The lecturer is also very organised, in terms of both notes and assigning coursework, and knowledgeable, which I think enhanced the learning experience overall.",positive,original_survey_f3,Atomic student response to what they liked in the course
orig_f4_30,"In my opinion, more labs should be assigned to individuals (or slightly smaller groups) if possible. I think this will help learners in future classes be a little more independent and learn more from the labs.",neutral,original_survey_f4,Atomic student response to recommendations/improvements
orig_f3_31,"The modules made sense and there was a logical flow of ideas. I most especially enjoyed the Module on TIme series, Association Rule Mining and Natural Language Processing.",positive,original_survey_f3,Atomic student response to what they liked in the course
orig_f4_31,"In my opinion, when the lecturer is teaching he makes everything sound very important(i dont know if this makes sense, also not necessarily a negative thing) .I often end the class feeling overwhelmed and drained. I am not sure on what recommendations to give on this.

In addition, I was having a hard time doing the lab work. I suggest that maybe more explanations during class on how to do the lab work and have an example.",neutral,original_survey_f4,Atomic student response to recommendations/improvements
orig_f3_32,it was engaging with the use of labs,positive,original_survey_f3,Atomic student response to what they liked in the course
orig_f3_33,"1. The in depth lectures where the theory lessons translated into practical examples which were demonstrated through the labs.
2. Writing the reflective journals after each module helped solidify the concepts learnt",positive,original_survey_f3,Atomic student response to what they liked in the course
orig_f4_33,Implementation of more catch up sessions where the lecturer guides us more through the labs,neutral,original_survey_f4,Atomic student response to recommendations/improvements
orig_f3_34,"The labs and projects really help me grasp the content
The lecturer is very patient and understanding",positive,original_survey_f3,Atomic student response to what they liked in the course
orig_f4_34,More Labs,neutral,original_survey_f4,Atomic student response to recommendations/improvements
orig_f3_35,"1. I liked the supplementary videos in between the lecture slides that assisted me gain better understanding of the concepts.
2. The additional notes in the lecture slides helped explain the concepts better.
3. The slides were comprehensive.",positive,original_survey_f3,Atomic student response to what they liked in the course
orig_f4_35,Cats to be uniform across all groups,neutral,original_survey_f4,Atomic student response to recommendations/improvements
orig_f3_36,"1. The seamless flow between the different modules acted as building blocks for better understanding of the next module
2. The technical integration to every module learnt",positive,original_survey_f3,Atomic student response to what they liked in the course
orig_f4_36,"If the school could provide hardware with better specs , for the unit is labour intensive on the machinery",neutral,original_survey_f4,Atomic student response to recommendations/improvements
orig_f3_38,"How applicable it is in real life
Learning new things",positive,original_survey_f3,Atomic student response to what they liked in the course
orig_f4_38,"Before getting into BI, maybe a short course on frontend and backend since BI is very technical",neutral,original_survey_f4,Atomic student response to recommendations/improvements
orig_f3_39,"Hands on coding practice, Writing module reflections, Watching Assignments, Comprehensive Assessment.",positive,original_survey_f3,Atomic student response to what they liked in the course
orig_f4_39,"Giving more and more assignments, Inviting an Industry professional from a well known company whose shares are traded on the Nairobi Securities Exchange (NSE) in Kenya to give a talk.",neutral,original_survey_f4,Atomic student response to recommendations/improvements
orig_f3_40,"The lecturer is nice and well-organized, he explains concepts well and is open to student opinions.
In Business Intelligence II, I appreciated how the concept of quizzes, group work labs where everyone has to commit something and the reflective journals really enable one to think deeply about what you have learnt thus content retention.",positive,original_survey_f3,Atomic student response to what they liked in the course
orig_f4_40,Early preparation that the labs in this unit require applications that are storage consuming.,neutral,original_survey_f4,Atomic student response to recommendations/improvements
orig_f3_41,The labs and the quizzes.,positive,original_survey_f3,Atomic student response to what they liked in the course
orig_f4_41,More lab group work.,neutral,original_survey_f4,Atomic student response to recommendations/improvements
orig_f3_42,Group works and quizzes,positive,original_survey_f3,Atomic student response to what they liked in the course
orig_f3_43,"It was thorough, and the course is interesting",positive,original_survey_f3,Atomic student response to what they liked in the course
orig_f4_43,"Less slides, 800 slides for one unit(BI 1) is overwhelming",negative,original_survey_f4,Atomic student response to recommendations/improvements
orig_f3_44,group and evaluation methords of teaching,positive,original_survey_f3,Atomic student response to what they liked in the course
orig_f4_44,The notes are abit too many,neutral,original_survey_f4,Atomic student response to recommendations/improvements
orig_f3_45,"1.I liked how the course combined both theoretical and practical aspects of Business Intelligence, allowing me to understand concepts and then apply them in real-world scenarios.

2.The lecturer’s clarity and engagement made complex topics easier to grasp, and the use of practical exercises and class discussions helped reinforce understanding.",positive,original_survey_f3,Atomic student response to what they liked in the course
orig_f4_45,1.I recommend including more hands-on projects and case studies using real datasets and BI tools. This would help students better understand how Business Intelligence is applied in real business environments and strengthen their practical skills.,neutral,original_survey_f4,Atomic student response to recommendations/improvements
orig_f3_46,#NAME?,positive,original_survey_f3,Atomic student response to what they liked in the course
orig_f4_46,None at the moment. Everything is okay so far.,neutral,original_survey_f4,Atomic student response to recommendations/improvements
orig_f3_47,"The consistency was good from the lecturer which was engaging, the labs and groups work was useful",positive,original_survey_f3,Atomic student response to what they liked in the course
orig_f4_47,To be taken to career industry and career talks,neutral,original_survey_f4,Atomic student response to recommendations/improvements
orig_f3_48,"I like the structure and how each module kind of builds on the previous. I enjoy the different learning methods i.e labs, quizzes and group work",positive,original_survey_f3,Atomic student response to what they liked in the course
orig_f4_48,A known certification associated with the unit would be nice,neutral,original_survey_f4,Atomic student response to recommendations/improvements
orig_f3_49,"Good explanations of points 
Clear points",positive,original_survey_f3,Atomic student response to what they liked in the course
orig_f4_49,Less slides on notes,neutral,original_survey_f4,Atomic student response to recommendations/improvements
orig_f3_50,the interaction with Git was really nice and learning about tools,positive,original_survey_f3,Atomic student response to what they liked in the course
orig_f4_50,maybe shortening of slides,neutral,original_survey_f4,Atomic student response to recommendations/improvements
orig_f3_51,it was very interactive and very well taught,positive,original_survey_f3,Atomic student response to what they liked in the course
orig_f4_51,it is okay,neutral,original_survey_f4,Atomic student response to recommendations/improvements
orig_f3_52,quizes and practical assignments,positive,original_survey_f3,Atomic student response to what they liked in the course
orig_f4_52,The knowledge provided in this Unit is unbelievably excess,negative,original_survey_f4,Atomic student response to recommendations/improvements
orig_f3_53,"Getting hands on with the labs
Getting to create and use the models",positive,original_survey_f3,Atomic student response to what they liked in the course
orig_f4_53,Less bulky content,neutral,original_survey_f4,Atomic student response to recommendations/improvements
orig_f3_54,labs and the different levels and bonus marks,positive,original_survey_f3,Atomic student response to what they liked in the course
orig_f4_54,break the units into smaller chuncks so that the slides are not so long .,neutral,original_survey_f4,Atomic student response to recommendations/improvements
orig_f3_55,"the labs had notebooks where we could learn from, Real life applications",positive,original_survey_f3,Atomic student response to what they liked in the course
orig_f4_55,The slides are too bulky making it discouraging to read,neutral,original_survey_f4,Atomic student response to recommendations/improvements
orig_f3_56,"Timeliness, group work",positive,original_survey_f3,Atomic student response to what they liked in the course
orig_f4_56,Less difficult cats,neutral,original_survey_f4,Atomic student response to recommendations/improvements
orig_f3_57,"How to predict stocks
Visualization of data",positive,original_survey_f3,Atomic student response to what they liked in the course
orig_f4_57,Using r studio,neutral,original_survey_f4,Atomic student response to recommendations/improvements
orig_f3_58,"The lab instructions
The group works
The practical examples used.
The journals",positive,original_survey_f3,Atomic student response to what they liked in the course
orig_f4_58,To reduce the content a bit,neutral,original_survey_f4,Atomic student response to recommendations/improvements
orig_f3_59,"Quizzes at the end of each module.
Labs for each module.",positive,original_survey_f3,Atomic student response to what they liked in the course
orig_f4_59,Some form of certification after completing the course.,neutral,original_survey_f4,Atomic student response to recommendations/improvements
orig_f3_60,Participative class and involving labs,positive,original_survey_f3,Atomic student response to what they liked in the course
orig_f4_60,Shorter documents as slides,neutral,original_survey_f4,Atomic student response to recommendations/improvements
orig_f3_62,"The group works
The content",positive,original_survey_f3,Atomic student response to what they liked in the course
orig_f4_62,Please the notes are alot and if it's a sitin cat if alot is covered kindly consider open book cats.,neutral,original_survey_f4,Atomic student response to recommendations/improvements
orig_f3_63,It is very practical. Every topic had a lab.,positive,original_survey_f3,Atomic student response to what they liked in the course
orig_f4_63,There is so much content in this unit as a whole and the theory becomes hard to grasp,neutral,original_survey_f4,Atomic student response to recommendations/improvements
orig_f3_64,"The material was delivered well. Like even though some topics were quite hard to understand the lecturer explained the content well without assuming we knew stuff.
The assignments given were good. Like they were comprehensive enough buy not too stressful to do",positive,original_survey_f3,Atomic student response to what they liked in the course
orig_f4_64,The answers for the quiz should be provided after like we've done them for revision purposes,neutral,original_survey_f4,Atomic student response to recommendations/improvements
orig_f3_65,It was more of practical than theory,positive,original_survey_f3,Atomic student response to what they liked in the course
orig_f4_65,To reduce the contents of the notes the pages are too much,neutral,original_survey_f4,Atomic student response to recommendations/improvements
orig_f3_66,"The labs were engaging 
The classes were lively",positive,original_survey_f3,Atomic student response to what they liked in the course
orig_f4_66,take away assignments,neutral,original_survey_f4,Atomic student response to recommendations/improvements
orig_f3_67,"It was vast and informative 
It exposed me to very interesting knowledge",positive,original_survey_f3,Atomic student response to what they liked in the course
orig_f4_67,Less slides,neutral,original_survey_f4,Atomic student response to recommendations/improvements
orig_f3_69,"I liked that it was more practical it keeps the unit interesting other than learning theory online
I liked that the lecturer had a lot of course work for us that will help boost our grades",positive,original_survey_f3,Atomic student response to what they liked in the course
orig_f4_69,"I feel like for this unit it should be held in parts of the school where the WIFI is 
stable",neutral,original_survey_f4,Atomic student response to recommendations/improvements
orig_f3_70,"I loved that most of these concepts were tied down to a real world application 

I also liked that the lecturer created pre-designed labs to help us understand a concept, before attempting it on our own",positive,original_survey_f3,Atomic student response to what they liked in the course
orig_f4_70,Breaking down of topics with many slides will help. I think the brain gets drained when we see very many slides on one topic alone,neutral,original_survey_f4,Atomic student response to recommendations/improvements
orig_f3_71,"Clear and structured presentation of complex information, making it easier to understand key concepts and data.",positive,original_survey_f3,Atomic student response to what they liked in the course
orig_f4_71,"More Interactive classes with an emphasis on visual aids to explain complex topics, e.g., videos, Case studies, and real-life applications of the technologies and tools, and their relevance. Practical focus on real-world applications and strategic insights, which helps connect theory to actionable outcomes.",neutral,original_survey_f4,Atomic student response to recommendations/improvements
orig_f3_72,"The videos we watched explaining how some of the concepts we learn are implemented in the real world
I also liked the topic on time series forecasting, and the use case we focused on: the stock market.",positive,original_survey_f3,Atomic student response to what they liked in the course
orig_f4_72,"For topics with large content, it would be better to break down the slides. Reading notes from more than 200 slides can be daunting mentally.",neutral,original_survey_f4,Atomic student response to recommendations/improvements
orig_f3_73,"1. The lecturer was quite graceful in explaining different topics and the required lab work.
2. The lab work was a bit hectic. Trying to go through each module while simultaneously covering theoretical practices was difficult.",positive,original_survey_f3,Atomic student response to what they liked in the course
orig_f4_73,Lab submissions should be made a little easier for the next groups.,neutral,original_survey_f4,Atomic student response to recommendations/improvements
orig_f3_75,"1. Having the online class as the teaching class and the physical class as the practical class. (Helps enhanced understanding since any problem would be instantly helped and you usually repeat what you said in the online class as you show it practically)
2. The labs were a good source of understanding",positive,original_survey_f3,Atomic student response to what they liked in the course
orig_f4_75,"Less slides, a manageable amount for reading for exams should probably be released at the end of the semester",neutral,original_survey_f4,Atomic student response to recommendations/improvements
orig_f3_76,The lab exposure,positive,original_survey_f3,Atomic student response to what they liked in the course
orig_f4_76,None to comment,neutral,original_survey_f4,Atomic student response to recommendations/improvements
orig_f3_77,"The Quizs, The Coding part",positive,original_survey_f3,Atomic student response to what they liked in the course
orig_f4_77,"Reduce the Notes Pleaaseeee!!!!! A lot of Content 
you can imagine 200-300 slides to read, this is a bit much 

Also To Teach us how code or explain the Lab submission Requirement",neutral,original_survey_f4,Atomic student response to recommendations/improvements
orig_f3_78,"Hands-on, Practical Learning, Clear Guidance and Structured Content",positive,original_survey_f3,Atomic student response to what they liked in the course
orig_f4_78,Include more real-world case studies or industry-based projects,neutral,original_survey_f4,Atomic student response to recommendations/improvements
orig_f3_79,I liked the group work and the github collaborations for lab assignment,positive,original_survey_f3,Atomic student response to what they liked in the course
orig_f4_79,The number of slides tends to feel very overhwhelming.,neutral,original_survey_f4,Atomic student response to recommendations/improvements
orig_f3_80,Group work and assignments,positive,original_survey_f3,Atomic student response to what they liked in the course
orig_f4_80,None from me,neutral,original_survey_f4,Atomic student response to recommendations/improvements
orig_f3_82,Practical Application in NVDIA stock,positive,original_survey_f3,Atomic student response to what they liked in the course
orig_f3_83,"The lec planned his lessons really well 
The notes were descriptive enough to understand the unit",positive,original_survey_f3,Atomic student response to what they liked in the course
orig_f4_83,Maybe try lessen some of the notes.,neutral,original_survey_f4,Atomic student response to recommendations/improvements
orig_f3_84,content delivery / further reading documents,positive,original_survey_f3,Atomic student response to what they liked in the course
orig_f4_84,none as for now,neutral,original_survey_f4,Atomic student response to recommendations/improvements
orig_f3_85,"Lab work
data analysis
docker,apis",positive,original_survey_f3,Atomic student response to what they liked in the course
orig_f4_85,Less assignments makes the unit hectic,neutral,original_survey_f4,Atomic student response to recommendations/improvements
orig_f3_86,standard to my career path,positive,original_survey_f3,Atomic student response to what they liked in the course
orig_f4_86,the teaching was okay,neutral,original_survey_f4,Atomic student response to recommendations/improvements
orig_f3_88,The lecturer explained extensively all the topics and guided during the lab assignments.,positive,original_survey_f3,Atomic student response to what they liked in the course
orig_f4_88,More of lab tutorials,neutral,original_survey_f4,Atomic student response to recommendations/improvements
orig_f3_89,I liked the end-of-module quizzes and the lab assignments,positive,original_survey_f3,Atomic student response to what they liked in the course
orig_f4_89,To have the end of topic journals,neutral,original_survey_f4,Atomic student response to recommendations/improvements
orig_f3_90,Course delivery by the lecturer the way we separate theory and practical classes,positive,original_survey_f3,Atomic student response to what they liked in the course
orig_f4_90,More introduction to new Tools and softwares.,neutral,original_survey_f4,Atomic student response to recommendations/improvements
orig_f3_91,"The course was taught extensively
The course allowed me to have hands on experience through lab work",positive,original_survey_f3,Atomic student response to what they liked in the course
orig_f4_91,None at the moment,neutral,original_survey_f4,Atomic student response to recommendations/improvements
orig_f3_92,"classes start and end on time 
The lectures are well taught",positive,original_survey_f3,Atomic student response to what they liked in the course
orig_f3_93,I enjoyed the labs and the quizzes,positive,original_survey_f3,Atomic student response to what they liked in the course
orig_f4_93,"Some of the tools did not run properly on school laptops, If this could be addressed for all future students, it would greatly improve the unit reception.",neutral,original_survey_f4,Atomic student response to recommendations/improvements
orig_f3_94,"Emphasis on Hands-on Projects, Integration of Business Context",positive,original_survey_f3,Atomic student response to what they liked in the course
orig_f4_94,Replace a traditional final exam or large individual project with a team-based capstone project where students treat an instructor-provided dataset/scenario as a client request,neutral,original_survey_f4,Atomic student response to recommendations/improvements
orig_f3_95,The balance between theory and practical lab sessions. The instructor’s clear explanations.,positive,original_survey_f3,Atomic student response to what they liked in the course
orig_f4_95,Include more project-based assessments or group case studies using real business datasets,neutral,original_survey_f4,Atomic student response to recommendations/improvements
orig_f3_96,Group work and communication,positive,original_survey_f3,Atomic student response to what they liked in the course
orig_f4_96,The slides were lengthy,neutral,original_survey_f4,Atomic student response to recommendations/improvements
orig_f3_97,it was interesting,positive,original_survey_f3,Atomic student response to what they liked in the course
orig_f4_97,he’s so strict,neutral,original_survey_f4,Atomic student response to recommendations/improvements
orig_f3_98,"The practical approach by using different tools like Docker and Power BI, made it easier to connect theory with application.
The course helped me identify areas I can apply Business Intelligence in the future",positive,original_survey_f3,Atomic student response to what they liked in the course
orig_f4_98,A better way of communicating theory.. sometimes the content is too much making it too much information to process and understand at once,neutral,original_survey_f4,Atomic student response to recommendations/improvements
orig_f3_99,Lecture slides and lab instructions,positive,original_survey_f3,Atomic student response to what they liked in the course
orig_f4_99,Use some classes to summarize/revise the topic in addition to the quizzes atleast have a class discussion where students are free to ask questions abt the completed topic and get more clarification and better understanding especially for labs,neutral,original_survey_f4,Atomic student response to recommendations/improvements
orig_f3_100,Involvement in learning and practice with the lab works,positive,original_survey_f3,Atomic student response to what they liked in the course
orig_f4_100,More assignments and quizzes for more active engagement with the unit,neutral,original_survey_f4,Atomic student response to recommendations/improvements
orig_f3_101,"Separation of theory and practical subject between online and physical classes respectively, gides through practical labs",positive,original_survey_f3,Atomic student response to what they liked in the course
orig_f4_101,"Less software-intensive alternatives, (e.g avoiding using applications like Docker)",neutral,original_survey_f4,Atomic student response to recommendations/improvements
orig_f3_102,The practical exercises and assignments helped me apply theoretical concepts to real-world scenarios.,positive,original_survey_f3,Atomic student response to what they liked in the course
orig_f4_102,To be honest the lesson and lectures everything went smoothly,neutral,original_survey_f4,Atomic student response to recommendations/improvements
orig_f3_103,the lab assignments and the reflective journal,positive,original_survey_f3,Atomic student response to what they liked in the course
orig_f4_103,i don't have any recommendations,neutral,original_survey_f4,Atomic student response to recommendations/improvements
orig_f3_104,I liked the emphasis on practical understanding. Mr. Omondi is very dedicated to delivering the content well which I appreciate.,positive,original_survey_f3,Atomic student response to what they liked in the course
orig_f4_104,Reduce the number of slides in BI 1 lecture notes. Most of them are inflated to be honest but the number of slides can be demoralizing to a student. If there is a way to reduce the number of slides while still maintaining the content it will positively impact the students of the future.,neutral,original_survey_f4,Atomic student response to recommendations/improvements
orig_f3_106,The group work labs and the lecture slides,positive,original_survey_f3,Atomic student response to what they liked in the course
orig_f4_106,It would be better for lecturers to take students through labs in a clearer way by simplifying the steps or give explanations on why this should be done and the impact. This is because one would finish the lab without understanding the true objective or how to apply it.,neutral,original_survey_f4,Atomic student response to recommendations/improvements
orig_f3_107,There was room for further research and group work,positive,original_survey_f3,Atomic student response to what they liked in the course
orig_f4_107,So far so good,neutral,original_survey_f4,Atomic student response to recommendations/improvements
orig_f3_108,I liked the lab work and the assignments review,positive,original_survey_f3,Atomic student response to what they liked in the course
orig_f4_108,More reviewing of the lab work to ensure proper understanding to the students,neutral,original_survey_f4,Atomic student response to recommendations/improvements
orig_f3_109,"Detailed content in this unit
Labs that are helpful",positive,original_survey_f3,Atomic student response to what they liked in the course
orig_f4_109,"When it comes to specializations in 4th year, the knowledge on BI should be readily available to students before the said year. This will help them have a rough idea of what the unit is about.",neutral,original_survey_f4,Atomic student response to recommendations/improvements
orig_f3_110,"Enjoyed the detailed lab manuals and practical sessions.
The detailed notes in each topic and diagrams.",positive,original_survey_f3,Atomic student response to what they liked in the course
orig_f4_110,"Better integration of Slack in the workflow (i.e utilizing it in labs, etc).",neutral,original_survey_f4,Atomic student response to recommendations/improvements
orig_f3_111,"time series
how it helps in business corporations using IT",positive,original_survey_f3,Atomic student response to what they liked in the course
orig_f4_111,less notes,neutral,original_survey_f4,Atomic student response to recommendations/improvements
orig_f3_112,The in-depth explanations. The lab manuals on the topics being covered,positive,original_survey_f3,Atomic student response to what they liked in the course
orig_f4_112,More real world referencing,neutral,original_survey_f4,Atomic student response to recommendations/improvements
orig_f3_113,"I enjoyed the practical aspect of the teaching, especially the labs and group work for each module.

I enjoyed the fact that we have access to the notes from early so you can read ahead and/or follow along in class.

I enjoyed the fact that labs were group based and we had ample time to do them.",positive,original_survey_f3,Atomic student response to what they liked in the course
orig_f4_113,I think reflections should be graded once at the end of the semester or at least 1 week following the end of the module to give students enough time to thoroughly reflect on the content.,neutral,original_survey_f4,Atomic student response to recommendations/improvements
orig_f3_114,"I liked the labs they were engaging and learned a little bit of python
I liked the that lecture slides were consise for BI 2",positive,original_survey_f3,Atomic student response to what they liked in the course
orig_f4_114,I would recommend more on considering students and placing dealines that one can submit late but not extremely late and not being given mising marks even if they did the work.,neutral,original_survey_f4,Atomic student response to recommendations/improvements
orig_f3_115,"1. I liked the labs we did 
2. The quality of teaching",positive,original_survey_f3,Atomic student response to what they liked in the course
orig_f4_115,shorter lecture notes,neutral,original_survey_f4,Atomic student response to recommendations/improvements
orig_f3_117,"I enjoyed my own personal studying of the course unit, that is, the research that I had to do trying to understand the concepts in the course.

I enjoyed the lab work as well; it helped in gaining better understanding of the application of the concepts learnt in class.",positive,original_survey_f3,Atomic student response to what they liked in the course
orig_f4_117,"Having better structured slides that are detailed in a simple manner for better understanding, the current slides make the topics seem so complicated when it's not, also they are not very dependable when doing revision which is a bummer!!!",neutral,original_survey_f4,Atomic student response to recommendations/improvements
orig_f3_118,Learned how businesses use data to drive their operations.,positive,original_survey_f3,Atomic student response to what they liked in the course
orig_f4_118,Make the course more hands on,neutral,original_survey_f4,Atomic student response to recommendations/improvements
orig_f3_119,"The lecturer made sure ylu understand before proceeding 
The end quizzes were a good way of remembering what we covered",positive,original_survey_f3,Atomic student response to what they liked in the course
orig_f4_119,On the journals ... im having an issue with the lecturer viewimg my work... hence im not being graded ... maybe to find a way to make that more seemless ... cause ive raised the issue and theres a lot of friction in it being handled,neutral,original_survey_f4,Atomic student response to recommendations/improvements
orig_f3_120,I having practical labs to use real world tools and data to put the concepts I learn in class into practice. I enjoyed how practical examples where used to try and explain complex BI concepts.,positive,original_survey_f3,Atomic student response to what they liked in the course
orig_f4_120,I have no reservations on this,neutral,original_survey_f4,Atomic student response to recommendations/improvements
orig_f3_121,"The teaching was clear and engaging, and the examples made the lessons easy to understand as well as the engaging quizzes and lab works .",positive,original_survey_f3,Atomic student response to what they liked in the course
orig_f4_121,I would probably recommend that more practical case studies or projects to apply BI concepts in real world scenarios should be included,neutral,original_survey_f4,Atomic student response to recommendations/improvements
orig_f3_122,The lab works were very important,positive,original_survey_f3,Atomic student response to what they liked in the course
orig_f4_122,At least to assist in the lab works especially before submission,neutral,original_survey_f4,Atomic student response to recommendations/improvements
orig_f3_123,I liked the quizzes and The BI2 topics.,positive,original_survey_f3,Atomic student response to what they liked in the course
orig_f4_123,Be more step by step for practical and also the number of slides,neutral,original_survey_f4,Atomic student response to recommendations/improvements
orig_f3_124,Mode of content delivery and practical lab exercises,positive,original_survey_f3,Atomic student response to what they liked in the course
orig_f4_124,More individual assignments,neutral,original_survey_f4,Atomic student response to recommendations/improvements
orig_f3_125,The lab work and reflective journal after each module and the way concepts were taught,positive,original_survey_f3,Atomic student response to what they liked in the course
orig_f3_126,Doing the labwork and learning new concepts,positive,original_survey_f3,Atomic student response to what they liked in the course
orig_f4_126,We should have done a power BI certification,neutral,original_survey_f4,Atomic student response to recommendations/improvements
orig_f3_128,Incredibly detailed.,positive,original_survey_f3,Atomic student response to what they liked in the course
orig_f4_128,No opinion on the matter,neutral,original_survey_f4,Atomic student response to recommendations/improvements
orig_f3_129,"Straight forward content 
Deep dive knowledge of the content",positive,original_survey_f3,Atomic student response to what they liked in the course
orig_f4_129,"Reduce the number of lecture slides, some content can be placed on 1 or two pages.",neutral,original_survey_f4,Atomic student response to recommendations/improvements
orig_f3_130,the practical enabled me to understand the concept being taught,positive,original_survey_f3,Atomic student response to what they liked in the course
orig_f4_130,Have more labs where we are having one on one with the lecturer especially APIs,neutral,original_survey_f4,Atomic student response to recommendations/improvements
supp_neg_001,"The professor spoke too fast, skipped key derivations, and dismissed questions during lecture.",negative,supplemental_verified,"Clear dissatisfaction with teaching pace, explanation depth, and student interaction."
supp_neg_002,"The lab instructions were disorganized, outdated, and full of broken links and syntax errors.",negative,supplemental_verified,Explicit criticism of lab material quality and lack of maintenance.
supp_neg_003,Grading rubrics were extremely vague and assignments took over two months to be returned.,negative,supplemental_verified,Strong dissatisfaction with unfair evaluation standards and delayed feedback.
supp_neg_004,The lecture slides were overwhelming with over 150 dense text-heavy slides per session.,negative,supplemental_verified,Severe complaint regarding unmanageable slide volume and poor pedagogical presentation.
supp_neg_005,The virtual machine environment kept crashing and we received no technical support during the lab.,negative,supplemental_verified,Technical failure obstructing learning without adequate teaching assistance.
supp_neg_006,Teaching assistants were unhelpful and never responded to questions posted on the discussion forum.,negative,supplemental_verified,Explicit grievance regarding unavailable and unsupportive teaching staff.
supp_neg_007,The workload was completely unreasonable with three major project deadlines falling in the same week.,negative,supplemental_verified,Severe scheduling issue causing excessive student stress and unmanageable workload.
supp_neg_008,Exams tested minor footnotes rather than the core analytical principles taught during lectures.,negative,supplemental_verified,Unfair assessment alignment that contradicts learning objectives.
supp_neg_009,The lecturer frequently arrived 20 minutes late and cancelled multiple office hour sessions.,negative,supplemental_verified,Unprofessional attendance and lack of student availability.
supp_neg_010,The code samples provided did not run on Python 3 and had missing dependency instructions.,negative,supplemental_verified,Defective educational resources hindering assignment completion.
supp_neg_011,Very poor explanation of neural networks and time series analysis. I was completely lost.,negative,supplemental_verified,Direct expression of confusion caused by deficient instructional delivery.
supp_neg_012,Group assignments were unfair because free-riders received identical marks without contributing.,negative,supplemental_verified,Systemic inequity in group grading policy.
supp_neg_013,Audio quality in the recorded lectures was awful with constant background noise and echo.,negative,supplemental_verified,Unusable multimedia resources impairing study.
supp_neg_014,The textbook was mandatory and expensive but never actually referenced or used in class.,negative,supplemental_verified,Unnecessary financial burden with zero pedagogical utility.
supp_neg_015,Not enough time was given to finish the coding exam and the server crashed during submission.,negative,supplemental_verified,High-stakes testing malfunction and unreasonable time constraint.
supp_neg_016,I felt unprepared for the real world because practical coding was barely covered.,negative,supplemental_verified,Disappointment with excessive theory and lack of practical skill development.
supp_neg_017,The feedback on my essay was just a grade with zero written comments or explanation.,negative,supplemental_verified,Absence of formative feedback preventing student learning.
supp_neg_018,Lectures were monotonous and simply reading bullet points off the slides with no enthusiasm.,negative,supplemental_verified,Lack of engagement and ineffective pedagogical delivery.
supp_neg_019,Prerequisites were not clearly communicated and the math background assumed was too advanced.,negative,supplemental_verified,Misleading course requirements leading to extreme student struggle.
supp_neg_020,The course felt like a disorganized crash course where topics were randomly thrown together.,negative,supplemental_verified,Lack of coherent syllabus progression and thematic structure.
supp_neg_021,The database lab server was constantly down during peak submission hours.,negative,supplemental_verified,Unreliable lab infrastructure severely impacting student deliverables.
supp_neg_022,Not worth the tuition fees; the content can easily be learned on free YouTube tutorials.,negative,supplemental_verified,Low perceived course value and quality.
supp_neg_023,The instructor was dismissive of student difficulties and refused to clarify assignment requirements.,negative,supplemental_verified,Unsupportive educator behavior creating a hostile learning environment.
supp_neg_024,Too much theory and unnecessary derivations without ever demonstrating how to apply them in code.,negative,supplemental_verified,Imbalance toward non-practical content.
supp_neg_025,The final exam contained questions from topics explicitly excluded from the revision outline.,negative,supplemental_verified,Breach of syllabus guidelines in formal evaluation.
supp_pos_001,The professor gave fantastic lectures with intuitive explanations and real-world industrial case studies.,positive,supplemental_verified,Enthusiastic praise for instructional clarity and practical industry relevance.
supp_pos_002,Hands-on Docker and Power BI lab sessions were extremely engaging and deepened my understanding.,positive,supplemental_verified,Strong positive appraisal of technical tool mastery and practical exercises.
supp_pos_003,"Teaching assistants provided prompt, thorough, and highly encouraging feedback on all assignments.",positive,supplemental_verified,Appreciation for supportive mentorship and quality feedback.
supp_pos_004,"The course materials were exceptionally well structured, concise, and easy to navigate.",positive,supplemental_verified,High satisfaction with syllabus organization and document design.
supp_pos_005,I really enjoyed how theory in morning sessions was immediately reinforced with afternoon coding labs.,positive,supplemental_verified,Praise for pedagogical alignment between theoretical concepts and practical application.
supp_pos_006,Clear grading criteria and helpful rubrics made expectations transparent and fair from day one.,positive,supplemental_verified,Appreciation for fair and transparent grading.
supp_pos_007,The instructor fostered an inclusive and highly participative classroom atmosphere where everyone felt comfortable.,positive,supplemental_verified,Praise for positive learning culture and student engagement.
supp_pos_008,Step-by-step Jupyter notebooks and code walkthroughs made complex algorithms accessible and fun.,positive,supplemental_verified,Satisfaction with guided interactive coding resources.
supp_pos_009,Outstanding course that gave me the exact skills and portfolio projects needed for data engineering internships.,positive,supplemental_verified,High value career preparedness and practical competency development.
supp_pos_010,The lecturer always made time for questions and held extra review sessions before exams.,positive,supplemental_verified,Appreciation for educator dedication and supplementary exam preparation.
